"bin_midpoint","stage","hemisphere","slope","intercept","slope_se","p_value","r_squared","n_cells_model","resample_id","k_sample"
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,14,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,15,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,16,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,17,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,18,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,19,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,20,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,21,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,22,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,23,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,24,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,25,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,26,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,27,NA
